MAE%,Bias%,WAPE,RMSE,Score,Model,Horizon
31.575101434938436,-0.5202277734447279,31.57510143493843,32.86633065571209,32.09532920838316,LightGBM,1
32.22736139878316,-13.054123449247617,32.22736139878315,37.97839048799837,45.28148484803078,RF,1
34.71801179944792,-13.371313299867452,34.718011799447915,43.318777861229684,48.089325099315374,GBR,1
38.70932189070867,-23.852994378704192,38.70932189070867,53.26221631895471,62.56231626941286,CatBoost,1
