Horizon,MAE%,Bias%,WAPE,RMSE,Score,w,ModelA,ModelB,Model,Type
1,29.829097440461748,-1.8093240208796622,29.829097440461748,31.454258424038397,31.63842146134141,0.8500000000000001,LightGBM,MA3,Ensemble(LightGBM+MA3; w=0.85),Ensemble
